NO.,CUSTOMER,PROJECT NAME,MATERIAL / JASA,NO. PO,NO. INVOICE,TGL INVOICE, PROJECT PRICE ,%, RP , PPN , PPH , TOTAL PRICE ,KET,LUNAS/BLM,,
513,ELANG PERDANA TYRE INDUSTRY,PEKERJAAN PERBAIKAN COAL BOILER,MATERIAL,20/07/PO/00040,ZSBI-INV/20/VII/1775,09-Jul-20,"86,735,000",40%,"34,694,000","3,469,400","693,880","37,469,520",INV 09/07/2020,LUNAS BCA 20/07/2020,,
,,,,,ZSBI-INV/20/VIII/1795,14-Aug-20,,50%,"43,367,500","4,336,750","867,350","46,836,900",INV 14/08/2020,BELUM,,
,,,,,-,-,,-, - , - ,, - ,-,-,,
514,DUA KUDA INDONESIA,SLIDING BEARING,MATERIAL,007/PO/PD/06/2020,ZSBI-INV/20/VII/1776,10-Jul-20,"9,500,000",100%,"9,500,000","950,000",,"10,450,000",INV 10/07/2020,LUNAS BCA 24/07/2020,,
515,BROCO AERATED CONCRETE INDUSTRY,DIGITAL CONTROLLER SWP NS835-022-12/12-H-T,MATERIAL,00031/PMB/SPE/ACI/07/20,ZSBI-INV/20/V/1777,10-Jul-20,"2,350,000",100%,"2,350,000","235,000",,"2,585,000",INV 10/07/2020,LUNAS BCA 14/08/2020,,
516,CV.KURNIA ABADI SENTOSA,RANTAI 13 MATA + SAMBUNGAN (UBOLT ) & UBOLT 14 ,MATERIAL,-,ZSBI-INV/20/VII/1778,10-Jul-20,"16,000,000",100%,"16,000,000","1,600,000",,"17,600,000",INV 10/07/2020,LUNAS BCA 10/07/2020,,
517,MANDALA UTAMA (AGUS),THERMOCOUPLE PT 100 (DRAT),MATERIAL,87/MU-TECHNIK/130720,ZSBI-INV/20/VII/1779,13-Jul-20,"1,100,000",100%,"1,100,000","110,000",,"1,210,000",INV 13/07/2020,LUNAS BCA 13/07/2020 ,,
518,CV.KURNIA ABADI SENTOSA,GLASS WATER LEVEL GAUGE 440 MM,MATERIAL,-,ZSBI-INV/20/VII/1780,13-Jul-20,"6,800,000",100%,"6,800,000","680,000",,"7,480,000",INV 13/07/2020,LUNAS BCA 13/07/2020 ,,
522,BANGUN RINGAN PERKASA,SAFETY PIN 16P,MATERIAL,BRP-BIP2020/JC-07/0070,ZSBI-INV/20/VII/1784,17-Jul-20,"500,000",100%,"500,000","50,000",,"550,000",INV 17/07/2020,LUNAS BCA 24/08/2020,,
523,LIMAN JAYA ANUGRAH,BOILER CLEANING & REPLACEMENT WATER TUBE,MATERIAL & JASA,0100/PO/VII/2020,ZSBI-INV/20/VII/1785,20-Jul-20,"94,500,000",40%,"37,800,000","3,780,000",,"41,580,000",INV 20/07/2020,LUNAS BCA 21/07/2020,,
,,,,,ZSBI-INV/20/IX/1798,19-Sep-20,,60%,"56,700,000","5,670,000",,"62,370,000",INV 19/09/2020,LUNAS BCA 22/09/2020,,
524,BANGUN RINGAN PERKASA,GRATE T18 + T24 + DRIVING GRATE Y45 + LONG PIN L2200 + SPROCKET 16 TOOTH,MATERIAL,BRP-BIP2020/JC-07/0075,ZSBI-INV/20/VII/1786,23-Jul-20,"156,123,000",100%,"156,123,000","15,612,300",,"171,735,300",INV 23/07/2020,BELUM,,
525,CV.KURNIA ABADI SENTOSA,"ECONOMIZER 2000MM - 1,6",MATERIAL,-,ZSBI-INV/20/VII/1787,23-Jul-20,"35,000,000",100%,"35,000,000","3,500,000",,"38,500,000",INV 23/07/2020,CANCEL,,
526,BANGUN RINGAN PERKASA,SEMEN CASTABLE C-18,MATERIAL,BRP-BIP2020/JC-07/0076,ZSBI-INV/20/VII/1788,24-Jul-20,"6,800,000",100%,"6,800,000","680,000",,"7,480,000",INV 24/07/2020,LUNAS BCA 25/08/2020,,
527,ANUGERAH DWI PRATAMA,SEALING BAR UK.398X82X90,MATERIAL,120/ADP-PO/VI/2020,ZSBI-INV/20/VII/1789,28-Jul-20,"16,600,000",100%,"16,600,000","1,660,000",,"18,260,000",INV 28/07/2020,LUNAS BCA 05/08/2020,,
529,CV.KURNIA ABADI SENTOSA,SHAFT DIA 18MM P.2200MM,MATERIAL,-,ZSBI-INV/20/VII/1791,29-Jul-20,"3,225,000",100%,"3,225,000","322,500",,"3,547,500",INV 29/07/2020,LUNAS BCA 29/07/2020,,
530,CV.KURNIA ABADI SENTOSA,"ECONOMIZER 2000MM - 1,6 + SHAFT DIA 18MM P.200MM",MATERIAL,-,ZSBI-INV/20/VIII/1792,05-Aug-20,"34,720,000",100%,"34,720,000","3,472,000",,"38,192,000",INV 05/08/2020,LUNAS BCA 05/08/2020,,
499,PACIFIC EASTERN COCONUT UTAMA,PIPA ECONOMIZER,MATERIAL,HOPO2004024,ZSBI-INV/20/VIII/1756,09-Aug-20,"49,600,000",100%,"49,600,000","4,960,000",,"54,560,000",INV 09/08/2020,LUNAS BCA 11/08/2020,,
532,BATARA ELOK SEMESTA TERPADU,U BOLT DZL 25,MATERIAL,OPP-2008-00148,ZSBI-INV/20/VIII/1794,12-Aug-20,"4,900,000",100%,"4,900,000", - ,,"4,900,000",INV 12/08/2020,LUNAS BCA 22/09/2020,,
533,GRIYA MANDIRI PERKASA,BALLAST ELECTRONIC G2D-6B,MATERIAL,948/GMP/08/2020,ZSBI-INV/20/VIII/1796,14-Aug-20,"1,275,000",100%,"1,275,000","127,500",,"1,402,500",INV 14/08/2020,LUNAS BCA 14/08/2020,,
500,PACIFIC EASTERN COCONUT UTAMA,CHAIN GRATE 350 + SAFETY VALVE DN 50 PN 25 + DN 80 PN 25 + DN 100 PN 25,MATERIAL,HOPO2006021,ZSBI-INV/20/VIII/1757,15-Aug-20,"37,950,000",100%,"37,950,000","3,795,000",,"41,745,000",INV 09/06/2020,LUNAS BCA 19/08/2020,,
534,JIALE INDONESIA TEXTILE,SAFETY VALVE A48Y-16C PN 16 DN 50 + SAFETY PIN FOR GL 16P,MATERIAL,0031/ZBI/18082020,ZSBI-INV/20/VIII/1797,18-Aug-20,"6,958,000",100%,"6,958,000","695,800",,"7,653,800",INV 18/08/2020,LUNAS BCA 24/08/2020,,
535,GRIYA MANDIRI PERKASA,THERMAL RESISTANCE PT100,MATERIAL,1034/GMP/08/2020,ZSBI-INV/20/VIII/1799,25-Aug-20,"3,000,000",100%,"3,000,000","300,000",,"3,300,000",INV 25/08/2020,LUNAS BCA 26/08/2020,,
536,GRIYA MANDIRI PERKASA,"CHECK VALVE H44H-25C DN 50 PN 2,5 ",MATERIAL,1057/GMP/08/2020,ZSBI-INV/20/VIII/1800,26-Aug-20,"3,420,000",100%,"3,420,000","342,000",,"3,762,000",INV 26/08/2020,LUNAS BCA 26/08/2020,,
537,CV.KURNIA ABADI SENTOSA,RANTAI 200 A & 200 B,MATERIAL & JASA,-,ZSBI-INV/20/VIII/1801,26-Aug-20,"22,420,000",30%,"6,726,000","672,600",,"7,398,600",INV 26/08/2020,LUNAS BCA 27/8/2020,,
,,,,,ZSBI-INV/20/IX/1809,08-Sep-20,,70%,"15,694,000","1,569,400",,"17,263,400",INV 08/09/2020,LUNAS BCA 08/09/2020,,
538,OCEAN ASIA INDUSTRY,SIDE LINK,MATERIAL,OA/PO/2020/001216,ZSBI-INV/20/VIII/1802,27-Aug-20,"1,850,000",100%,"1,850,000", - ,,"1,850,000",INV 27/08/2020,BELUM,,
539,ELANG PERDANA TYRE INDUSTRY,SIGHT GLASS YWZ-400T,MATERIAL,20/08/PO/00122,ZSBI-INV/20/VIII/1803,04-Sep-20,"2,600,000",100%,"2,600,000","260,000",,"2,860,000",INV 27/08/2020,LUNAS BCA 03/09/2020,,
540,ANUGERAH DWI PRATAMA,GRATE BAR 367,MATERIAL,164/ADP-PO/VIII/2020,ZSBI-INV/20/VIII/1804,27-Aug-20,"780,000",100%,"780,000","78,000",,"858,000",INV 27/08/2020,LUNAS BCA 24/09/2020,,
541,CV.KURNIA ABADI SENTOSA,RANTAI 13 MATA + UBOLT,MATERIAL & JASA,-,ZSBI-INV/20/VIII/1805,31-Aug-20,"11,200,000",30%,"3,360,000","336,000",,"3,696,000",INV 31/08/2020,LUNAS BCA 31/8/2020,,
,,,,,ZSBI-INV/20/IX/1817,14-Sep-20,,70%,"7,840,000","784,000",,"8,624,000",INV 14/09/2020,LUNAS BCA 14/09/2020,,
542,BATARA ELOK SEMESTA TERPADU,SPROKET GEAR 6 TEETH,MATERIAL,OPP-2009-00035,ZSBI-INV/20/VIII/1806,07-Sep-20,"2,300,000",100%,"2,300,000", - ,,"2,300,000",INV 07/09/2020,LUNAS BCA 30/09/20,,
543,CV.KURNIA ABADI SENTOSA,"Y ECONOMIZER 1,6 MPA",MATERIAL,-,ZSBI-INV/20/IX/1808,07-Sep-20,"860,000",100%,"860,000","86,000",,"946,000",INV 07/09/2020,LUNAS BCA 08/09/2020,,
545,PACIFIC EASTERN COCONUT UTAMA,GEAR BOX KONVEYOR ABU,MATERIAL,HOPO2009022,ZSBI-INV/20/IX/1811,08-Sep-20,"6,990,000",100%,"6,990,000","699,000",,"7,689,000",INV 08/09/2020,BELUM,,
546,BROCO AERATED CONCRETE INDUSTRY,CHAIN RING D18,MATERIAL,00041/PMB/SPE/ACI/09/20,ZSBI-INV/20/IX/1812,10-Sep-20,"26,980,000",100%,"26,980,000","2,698,000",,"29,678,000",INV 10/09/2020,LUNAS BCA 21/10/2020,,
547,SORINI AGRO ASIA CORPORINDO (CARGILL),CHAIN ROLLER GRATE BOILER D80 X330,MATERIAL,4503060036,ZSBI-INV/20/IX/1807,10-Sep-20,"8,400,000",100%,"8,400,000","840,000",,"9,240,000",INV 10/09/2020,LUNAS BCA 22/10/2020,,
548,SORINI AGRO ASIA CORPORINDO (CARGILL),BAR GRATE BOILER STEEL,MATERIAL,4503063333,ZSBI-INV/20/IX/1813,10-Sep-20,"24,000,000",100%,"24,000,000","2,400,000",,"26,400,000",INV 10/09/2020,LUNAS BCA 22/10/2020,,
549,MITRA SUKSES PLASINDO,COAL STEAM BOILER INSTALLATION 4T/Hr,MATERIAL & JASA,001/ZSBI/INSTL/IX/20,ZSBI-INV/20/IX/1814,11-Sep-20,"247,500,000",30%,"74,250,000","7,425,000",,"81,675,000",INV 11/09/2020,BELUM,,
,,,,,-,-,,-, - , - ,, - ,-,-,,
528,SEMPANA SARANA TEKNIK,CHAIN GRATE 200 A & 200 b,MATERIAL,15/ViI/SST/2020,ZSBI-INV/20/XI/1790,11-Sep-20,"5,000,000",100%,"5,000,000","500,000",,"5,500,000",INV 11/09/2020,LUNAS BCA 11/09/2020,,
531,SEMPANA SARANA TEKNIK,Y CHAIN 48,MATERIAL,16/VIII/SST/2020,ZSBI-INV/20/XI/1793,11-Sep-20,"10,500,000",100%,"10,500,000","1,050,000",,"11,550,000",INV 11/09/2020,LUNAS BCA 11/09/2020,,
519,PACIFIC EASTERN COCONUT UTAMA,ELBOW ECONOMIZER,MATERIAL,HOPO2007030,ZSBI-INV/20/IX/1781,11-Sep-20,"3,500,000",100%,"3,500,000","350,000",,"3,850,000",INV 11/09/2020,LUNAS BCA 14/09/2020,,
520,PACIFIC EASTERN COCONUT UTAMA,CHAIN GRATE 350 + SAMBUNGAN + CHAIN GRATE 252 + AS 18X215,MATERIAL,HOPO2007037,ZSBI-INV/20/IX/1782,11-Sep-20,"42,652,500",100%,"42,652,500","4,265,250",,"46,917,750",INV 11/09/2020,LUNAS BCA 14/09/2020,,
521,PACIFIC EASTERN COCONUT UTAMA,DS-8S-11A,MATERIAL,HOPO2006101,ZSBI-INV/20/IX/1783,11-Sep-20,"14,400,000",100%,"14,400,000","1,440,000",,"15,840,000",INV 11/09/2020,LUNAS BCA 14/09/2020,,
551,CV.KURNIA ABADI SENTOSA,RANTAI Y47,MATERIAL,-,ZSBI-INV/20/IX/1816,14-Sep-20,"16,000,000",100%,"16,000,000","1,600,000",,"17,600,000",INV 14/09/2020,LUNAS BCA 14/09/2020,,
552,BROCO AERATED CONCRETE INDUSTRY,LONG AS D18 L3080 + FOUR CLAW 215,MATERIAL,00062/PMB/SPE/ACI/09/20,ZSBI-INV/20/IX/1818,15-Sep-20,"116,500,000",100%,"116,500,000","11,650,000",,"128,150,000",INV 15/09/2020,BELUM,,
553,ANUGERAH DWI PRATAMA,RANTAI Y POLOS,MATERIAL,192/ADP-PO/IX/2020,ZSBI-INV/20/IX/1819,15-Sep-20,"4,200,000",100%,"4,200,000","420,000",,"4,620,000",INV 15/09/2020,LUNAS BCA 16/10/2020,,
554,BROCO AERATED CONCRETE INDUSTRY,FLAT WHEEL D550 (HOLES 140),MATERIAL,00063/PMB/SPE/ACI/09/20,ZSBI-INV/20/IX/1820,15-Sep-20,"30,786,000",30%,"9,235,800","923,580",,"10,159,380",INV 15/09/2020,LUNAS BCA 21/09/2020,,
,,,,,-,-,,-, - , - ,, - ,-,-,,
555,MEGA PELITA JAYA,BLOWDOWN VALVE PN 25 DN 50 & PN 25 DN 40,MATERIAL,005/PO/PST/IX/20,ZSBI-INV/20/IX/1821,16-Sep-20,"7,077,500",100%,"7,077,500","707,750",,"7,785,250",INV 16/09/2020,LUNAS BCA 18/09/2020,,
556,POLINDO UTAMA,SAFETY VALVE PN 16 DN 50,MATERIAL,PO/PU/20/08/002861,ZSBI-INV/20/IX/1822,17-Sep-20,"7,000,000",100%,"7,000,000","700,000",,"7,700,000",INV 17/09/2020,LUNAS BCA 13/10/2020,,
558,PELITA ENAMELWARE,CHECK VALVE DN 50 PN 25,MATERIAL,2010499,ZSBI-INV/20/IX/1824,21-Sep-20,"1,650,000",100%,"1,650,000","165,000",,"1,815,000",INV 21/09/2020,LUNAS BCA 21/09/2020,,
559,ANUGERAH DWI PRATAMA,SAFETY VALVE PN16 DN40,MATERIAL,201/ADP-PO/IX/2020,ZSBI-INV/20/IX/1825,22-Sep-20,"2,250,000",100%,"2,250,000","225,000",,"2,475,000",INV 22/09/2020,LUNAS BCA 22/10/2020,,
560,CV.GAVRILA,SAFETY VALVE DN 50 PN 25,MATERIAL,0012/GV/09/20,ZSBI-INV/20/IX/1826,23-Sep-20,"6,800,000",100%,"6,800,000","680,000",,"7,480,000",INV 23/09/2020,LUNAS BCA 23/09/2020,,
561,PACIFIC EASTERN COCONUT UTAMA,UBOLT D14,MATERIAL,HOPO2009076,ZSBI-INV/20/IX/1827,23-Sep-20,"700,000",100%,"700,000","70,000",,"770,000",INV 23/09/2020,LUNAS BCA 23/09/2020,,
544,MULIA AGUNG ENJINERING,WATER LEVEL CONTROL,MATERIAL,05/PO/ZBI/09/20,ZSBI-INV/20/IX/1810,24-Sep-20,"6,392,000",100%,"6,392,000","639,200",,"7,031,200",INV 08/09/2020,LUNAS BCA 24/09/2020,,
562,ANUGERAH DWI PRATAMA,SAFETY VALVE PN16 DN50,MATERIAL,207/ADP-PO/IX/2020,ZSBI-INV/20/IX/1828,29-Sep-20,"3,200,000",100%,"3,200,000","320,000",,"3,520,000",INV 29/09/2020,BELUM,,
563,PACIFIC EASTERN COCONUT UTAMA,CHAIN GRATE 252 + AS CHAIN GRATE 18 X 215,MATERIAL,HOPO2009087,ZSBI-INV/20/IX/1829,29-Sep-20,"23,787,500",100%,"23,787,500","2,378,750",,"26,166,250",INV 29/09/2020,BELUM,,
564,TECKNO DUA INDONESIA,"LEFT BEAM , RIGHT BEAM , RIGHT LINK , ROLLER V",MATERIAL,PO/2020-1091,ZSBI-INV/20/X/1830,05-Oct-20,"17,740,000",100%,"17,740,000", - ,,"17,740,000",INV 05/10/2020,BELUM,,
565,MULIA AGUNG ENJINERING,ELECTRIC CONTROL  VALVE,MATERIAL,06/PO/ZBI/09/20,ZSBI-INV/20/IX/1831,05-Oct-20,"24,220,000",100%,"24,220,000","2,422,000",,"26,642,000",INV 05/10/2020,BELUM,,
566,CV.KURNIA ABADI SENTOSA,WATER LEVEL GAUGE COLOR 440,MATERIAL,-,ZSBI-INV/20/X/1832,07-Oct-20,"3,500,000",100%,"3,500,000","350,000",,"3,850,000",INV 07/10/2020,LUNAS BCA 07/10/2020,,
567,SEMPANA SARANA TEKNIK,"CHAIN GRATE 200 A, 200 B , 228 A , 228 B",MATERIAL,19/X/SST/2020,ZSBI-INV/20/IX/1833,09-Oct-20,"10,500,000",100%,"10,500,000","1,050,000",,"11,550,000",INV 09/10/2020,BELUM,,
568,BATARA ELOK SEMESTA TERPADU,RANTAI 11 MATA 18MM,MATERIAL,OPP-2010-00114,ZSBI-INV/20/X/1834,12-Oct-20,"7,920,000",100%,"7,920,000", - ,,"7,920,000",INV 12/10/2020,LUNAS BCA 13/10/2020,,
568,CV.KURNIA ABADI SENTOSA,SHAFT DIA 18MM 220CM,MATERIAL,-,ZSBI-INV/20/X/1834,13-Oct-20,"1,735,000",100%,"1,735,000","173,500",,"1,908,500",INV 13/10/2020,LUNAS BCA 13/10/2020,,
569,CV.KURNIA ABADI SENTOSA,SZD-AG + SZAD-B-2,MATERIAL,-,ZSBI-INV/20/X/1835,13-Oct-20,"9,180,000",30%,"2,754,000","275,400",,"3,029,400",INV 13/10/2020,LUNAS BCA 14/10/2020,,
,,,,,ZSBI-INV/20/XI/1846,02-Nov-20,,70%,"6,426,000","642,600",,"7,068,600",INV 02/11/2020,BELUM,,
570,POLINDO UTAMA,GLOBE VALVE DN 100 PN 25,MATERIAL,PO/PU/20/10/003245,ZSBI-INV/20/X/1836,13-Oct-20,"3,600,000",100%,"3,600,000","360,000",,"3,960,000",INV 13/10/2020,BELUM,,
571,CV.GAVRILA,GEAR SPROCKET 8 GIGI DIA 18,MATERIAL,0013/GV/10/20,ZSBI-INV/20/X/1837,14-Oct-20,"3,500,000",100%,"3,500,000","350,000",,"3,850,000",INV 14/10/2020,LUNAS BCA 14/10/2020,,
572,INDOBLOCK MITRA LESTARI INDONESIA,CHECK VALVE PN 25 DN 50,MATERIAL,0986/IMLI/10/20,ZSBI-INV/20/X/1838,16-Oct-20,"3,300,000",100%,"3,300,000","330,000",,"3,630,000",INV 16/10/2020,LUNAS BCA 16/10/2020,,
573,MANDALA UTAMA (AGUS),UBOLT D14,MATERIAL,89/MU-TECHNIK/191020,ZSBI-INV/20/X/1838,19-Oct-20,"2,500,000",100%,"2,500,000","250,000",,"2,750,000",INV 19/10/2020,LUNAS BCA 19/10/2020,,
550,SEMPANA SARANA TEKNIK,SPROCKET 9 GIGI SHAFT 70MM,MATERIAL,17/IX/SST/2020,ZSBI-INV/20/IX/1815,21-Oct-20,"2,220,000",100%,"2,220,000","222,000",,"2,442,000",INV 21/10/2020,LUNAS BCA 21/10/2020,,
557,SEMPANA SARANA TEKNIK,"CHAIN GRATE 231 A , 231 B , LONG PIN 220 CM",MATERIAL,18/IX/SST/2020,ZSBI-INV/20/IX/1823,21-Oct-20,"100,200,000",100%,"100,200,000","10,020,000",,"110,220,000",INV 21/10/2020,LUNAS BCA 21/10/2020,,
574,SEMPANA SARANA TEKNIK,16 GIGI SPROCKET D140 FOR Y64 HEAVY,MATERIAL,21/X/SST/2020,ZSBI-INV/20/X/1839,21-Oct-20,"7,500,000",100%,"7,500,000","750,000",,"8,250,000",INV 21/10/2020,BELUM,,
575,SEMPANA SARANA TEKNIK,Y CHAIN,MATERIAL,22/X/SST/2020,ZSBI-INV/20/X/1840,21-Oct-20,"7,250,000",100%,"7,250,000","725,000",,"7,975,000",INV 21/10/2020,BELUM,,
576,DUA KUDA INDONESIA,HELICAL GRATE 165 MIDDLE BAR 7 GROOVE,MATERIAL,0065/PO/PD/10/2020,ZSBI-INV/20/X/1841,21-Oct-20,"12,800,000",100%,"12,800,000","1,280,000",,"14,080,000",INV 21/10/2020,LUNAS BCA 23/10/2020,,
577,COTTONINDO ARIESTA,"LONG AS, T24, SPEE PIN, RING PLAT + RANTAI TENGAH + RANTAI PINGGIR",MATERIAL,20/NS/10/014,ZSBI-INV/20/X/1842,21-Oct-20,"46,600,000",40%,"18,640,000","1,864,000",,"20,504,000",INV 21/10/2020,LUNAS BCA 22/10/2020,,
,,,,,-,-,,-, - , - ,, - ,-,-,,
578,SEMPANA SARANA TEKNIK,Y CHAIN,MATERIAL,23/X/SST/2020,ZSBI-INV/20/X/1843,22-Oct-20,"5,800,000",100%,"5,800,000","580,000",,"6,380,000",INV 22/10/2020,BELUM,,
579,ANUGERAH DWI PRATAMA,RANTAI Y POLOS,MATERIAL,228/ADP-PO/X/2020,ZSBI-INV/20/X/1844,23-Oct-20,"2,100,000",100%,"2,100,000","210,000",,"2,310,000",INV 23/10/2020,BELUM,,
580,ANUGERAH DWI PRATAMA,RANTAI Y POLOS,MATERIAL,235/ADP-PO/X/2020,ZSBI-INV/20/X/1845,23-Oct-20,"2,800,000",100%,"2,800,000","280,000",,"3,080,000",INV 23/10/2020,BELUM,,
581,CV.KURNIA ABADI SENTOSA,LONG SHAFT DIA 18 P 220,MATERIAL,-,ZSBI-INV/20/X/1844,26-Oct-20,"645,000",100%,"645,000","64,500",,"709,500",INV 26/10/2020,LUNAS BCA 26/10/2020,,
582,SEMPANA SARANA TEKNIK,Y64 + CHAIN GRATE 203 A + 203 B,MATERIAL,20/X/SST/2020,ZSBI-INV/20/XI/1847,02-Nov-20,"6,630,000",100%,"6,630,000","663,000",,"7,293,000",INV 02/11/2020,BELUM,,
583,BATARA ELOK SEMESTA TERPADU,UBOLT,MATERIAL,OPP-2010-00446,ZSBI-INV/20/XI/1848,02-Nov-20,"2,450,000",100%,"2,450,000", - ,,"2,450,000",INV 02/11/2020,BELUM,,
